text,label
kaaakkk untung kamuuu,1
nikah eh jadiiii ah kuliah,1
aaaaa happy bacanyaa bahagia pasang nyala sayangnyaa,1
tuhan pacar tuhan hasban,1
lucu huhu wish someday my man will treat me like diskualifikasi,1
lucu cekaliiii hamba,1
senyum ajak,1
aduh kirim nikah,1
meni indah uang,1
langgeng akhirat amp moga babynya anak pintar sehattt sehat,1
nikah wkwk lucu huhu sehat sehat dedenya,1
visualisasi au dunia by the way selamat dedek bayi sehatsehat,1
manifest moga,1
lucu kepala aunya,1
cinta luculucu langgeng senderr sehatsehat baby hehe,1
lucu banget,1
lucu difotocopy egk,1
asa baca au harap moga suami,1
au doanggg,1
sehat sehat bahagia,1
bismillahirrohmanirrohiim hamba suami amin,1
wish moga lenggeng akhirat amin sehat sehat suami mulia istri,1
oh lucu,1
lembut spoken,1
lucuuuusemoga swami,1
oh to be adeknyaa abang,1
adem banget,1
trauma foto rc gabung gabung ngeup skandal selingkuh anjing,1
maaf kedistrek soswitnyah,1
hidup nyengirnya,1
kasih pwisss,1
iri,1
bikin nikah happy for moga bahagia nular,1
lucu,1
,1
moga kekal abadi maut pisah,1
,1
im happy for nderrr moga langgeng sehat sehat,1
